url_path,views_total,views_unique
/floneum/floneum/tree/master/interfaces/kalosm,398,88
/floneum/floneum,267,140
/floneum/floneum/tree/master/floneum/floneum,99,33
/floneum/floneum/tree/master/interfaces/kalosm/examples,95,19
/floneum/floneum/tree/master/interfaces,83,20
/floneum/floneum/blob/master/interfaces/kalosm/examples/ocr.rs,61,21
/floneum/floneum/tree/master/kalosm,55,19
/floneum/floneum/tree/master,49,31
/floneum/floneum/tree/master/models,45,14
/floneum/floneum/tree/master/interfaces/kalosm/src,45,10
